price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
269.3,14.3,53.1,0.4,16,Центральный,Бауманская,2-к квартира
322.19,10.6,32.9,0.5,9,Юго-западный,Новоясеневская,1-к квартира
396.55,23.0,58.0,0.5,35,Центральный,Шелепиха,2-к квартира
205.26,11.7,57.0,1.5,9,Восточный,Щёлковская,3-к квартира
257.14,10.8,42.0,1.6,9,Северо-восточный,Медведково,2-к квартира
221.59,19.5,88.0,1.7,7,Восточный,Новокосино,3-к квартира
307.89,17.55,57.0,1.0,17,Западный,Аминьевская,2-к квартира
265.79,10.1,38.0,1.1,18,Северо-восточный,Ботанический сад,1-к квартира
252.69,10.79,42.7,0.8,33,Восточный,Бульвар Рокоссовского,1-к квартира
400.0,30.8,77.0,0.9,16,Северный,Аэропорт,2-к квартира
317.07,26.0,82.0,0.2,17,Северный,Тимирязевская,3-к квартира
278.95,10.6,38.0,1.2,12,Юго-восточный,Печатники,2-к квартира
183.25,11.6,63.3,2.6,21,Новомосковский,Филатов луг,2-к квартира
353.85,13.8,39.0,1.2,22,Восточный,Бульвар Рокоссовского,1-к квартира
440.06,13.95,31.7,0.7,15,Северный,ЦСКА,Апартаменты-студия
262.06,19.34,73.8,0.3,33,Западный,Аминьевская,3-к квартира
336.08,24.5,72.9,0.6,37,Западный,Аминьевская,3-к квартира
283.43,18.99,67.0,0.8,6,Восточный,Первомайская,2-к квартира
225.33,13.52,60.0,0.7,15,Новомосковский,Прокшино,3-к квартира
221.87,9.74,43.9,0.9,33,Восточный,Бульвар Рокоссовского,1-к квартира
244.44,22.0,90.0,0.4,3,Восточный,Измайловская,4-к квартира
283.46,7.2,25.4,2.7,33,Северный,Селигерская,Квартира-студия
353.09,11.44,32.4,0.4,33,Северо-восточный,Бутырская,1-к квартира
200.7,28.74,143.2,0.8,56,Северо-восточный,Ростокино,3-к квартира
180.35,15.42,85.5,1.1,13,Новомосковский,Рассказовка,3-к квартира
392.91,49.9,127.0,0.5,18,Северо-западный,Октябрьское поле,4-к квартира
307.04,6.11,19.9,1.3,23,Южный,Кантемировская,Квартира-студия
174.61,13.55,77.6,1.9,9,Новомосковский,Коммунарка,3-к квартира
230.39,11.22,48.7,0.7,12,Юго-восточный,Окская,2-к квартира
261.79,5.55,21.2,2.6,21,Новомосковский,Филатов луг,1-к квартира
378.29,11.5,30.4,0.8,9,Центральный,Пролетарская,1-к квартира
322.78,12.75,39.5,0.7,12,Юго-западный,Нахимовский проспект,2-к квартира
309.87,11.93,38.5,0.3,33,Западный,Аминьевская,1-к квартира
375.05,36.98,98.6,0.5,11,Северный,Петровский парк,3-к апартаменты
238.98,14.1,59.0,0.5,22,Юго-восточный,Юго-Восточная,2-к квартира
288.89,13.0,45.0,1.0,5,Северный,Аэропорт,2-к квартира
208.83,6.62,31.7,1.7,5,Западный,Минская,1-к квартира
312.73,12.04,38.5,0.3,33,Западный,Аминьевская,1-к квартира
339.98,31.55,92.8,0.9,28,Центральный,Шелепиха,3-к квартира
201.45,16.7,82.9,0.7,16,Новомосковский,Прокшино,3-к квартира
519.29,35.0,67.4,0.8,48,Северный,Дмитровская,2-к апартаменты
181.95,9.88,54.3,2.6,21,Новомосковский,Филатов луг,2-к квартира
248.89,11.2,45.0,1.1,5,Восточный,Белокаменная,2-к квартира
217.02,10.33,47.6,0.8,14,Новомосковский,Прокшино,2-к квартира
204.83,16.53,80.7,1.3,33,Южный,Кантемировская,3-к квартира
307.31,23.54,76.6,0.7,17,Южный,Тульская,3-к квартира
172.88,14.85,85.9,1.9,17,Юго-западный,Бунинская аллея,3-к квартира
245.1,8.26,33.7,0.7,12,Новомосковский,Прокшино,1-к квартира
387.45,17.9,46.2,0.8,22,Западный,Филёвский парк,1-к квартира
299.05,12.53,41.9,0.6,33,Северный,Водный стадион,2-к квартира
183.92,12.58,68.4,2.6,21,Новомосковский,Филатов луг,2-к квартира
170.34,6.49,38.1,0.3,5,Юго-восточный,Кожуховская,1-к апартаменты
180.0,14.31,79.5,2.6,21,Новомосковский,Филатов луг,3-к квартира
196.0,8.82,45.0,0.5,5,Южный,Чертановская,2-к квартира
359.31,27.99,77.9,0.5,15,Северный,Водный стадион,3-к квартира
252.11,19.11,75.8,2.6,33,Северный,Селигерская,3-к квартира
269.09,11.84,44.0,0.6,9,Юго-западный,Новые Черёмушки,2-к квартира
221.05,11.34,51.3,1.4,12,Южный,Пражская,2-к квартира
164.87,11.31,68.6,1.1,13,Новомосковский,Рассказовка,2-к квартира
191.35,13.49,70.5,2.6,21,Новомосковский,Филатов луг,2-к квартира
220.0,13.53,61.5,0.8,14,Новомосковский,Прокшино,2-к квартира
288.89,7.8,27.0,2.0,17,Новомосковский,Коммунарка,Квартира-студия
292.43,16.23,55.5,0.3,33,Западный,Аминьевская,2-к квартира
258.42,19.02,73.6,0.6,20,Западный,Озёрная,3-к квартира
189.95,10.96,57.7,1.9,9,Новомосковский,Коммунарка,2-к квартира
253.58,9.56,37.7,0.5,17,Северо-западный,Митино,1-к квартира
237.06,8.7,36.7,1.9,16,Северный,Ховрино,1-к квартира
270.91,9.78,36.1,0.5,33,Восточный,Локомотив,1-к квартира
181.56,7.68,42.3,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
216.0,19.03,88.1,0.5,33,Восточный,Локомотив,3-к квартира
723.76,60.0,82.9,1.0,15,Центральный,Фрунзенская,3-к квартира
393.69,35.59,90.4,0.9,26,Южный,Нагатинская,4-к квартира
258.06,8.8,34.1,1.3,33,Южный,Кантемировская,1-к квартира
330.0,6.6,20.0,0.5,33,Восточный,Локомотив,Квартира-студия
239.86,13.72,57.2,0.3,5,Восточный,Измайлово,2-к квартира
402.53,7.97,19.8,0.4,33,Северо-восточный,Бутырская,Квартира-студия
189.51,11.56,61.0,2.6,21,Новомосковский,Филатов луг,2-к квартира
273.09,20.4,74.7,0.2,5,Юго-западный,Профсоюзная,4-к квартира
218.05,19.21,88.1,0.5,33,Восточный,Локомотив,3-к квартира
379.12,6.9,18.2,0.9,9,Северный,Аэропорт,Квартира-студия
328.07,24.31,74.1,0.6,12,Западный,Багратионовская,2-к квартира
245.75,10.69,43.5,1.2,9,Юго-западный,Ясенево,2-к квартира
173.0,14.74,85.2,1.1,13,Новомосковский,Рассказовка,3-к квартира
231.67,19.09,82.4,2.7,16,Северный,Селигерская,3-к квартира
273.81,23.0,84.0,0.8,5,Восточный,Первомайская,3-к квартира
249.81,13.04,52.2,0.7,33,Западный,Озёрная,2-к квартира
438.06,16.69,38.1,0.3,20,Западный,Фили,2-к квартира
273.32,10.55,38.6,1.5,23,Юго-западный,Профсоюзная,1-к апартаменты
287.84,7.34,25.5,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
246.86,12.59,51.0,0.7,15,Новомосковский,Прокшино,2-к квартира
278.15,9.04,32.5,0.5,33,Восточный,Локомотив,1-к квартира
224.66,13.39,59.6,0.4,22,Западный,Новопеределкино,2-к квартира
361.57,9.22,25.5,0.4,33,Северо-восточный,Бутырская,Квартира-студия
315.7,16.29,51.6,0.3,33,Северо-восточный,Бутырская,2-к квартира
275.08,8.94,32.5,0.5,33,Восточный,Локомотив,1-к квартира
284.12,14.49,51.0,0.1,16,Южный,Шипиловская,2-к квартира
217.92,11.55,53.0,0.9,9,Новомосковский,Прокшино,2-к квартира
185.94,11.9,64.0,3.9,5,Западный,Молодёжная,2-к квартира
250.34,14.92,59.6,0.8,10,Западный,Юго-Западная,3-к квартира
172.68,18.39,106.5,1.0,23,Юго-восточный,Некрасовка,4-к квартира
188.52,11.5,61.0,2.6,21,Новомосковский,Филатов луг,2-к квартира
635.16,106.58,167.8,0.9,40,Северный,Аэропорт,4-к квартира
210.8,30.25,143.5,0.8,56,Северо-восточный,Ростокино,3-к квартира
205.61,15.38,74.8,1.3,33,Южный,Кантемировская,3-к квартира
221.88,13.49,60.8,1.9,14,Юго-западный,Бунинская аллея,2-к квартира
273.89,19.2,70.1,0.8,25,Западный,Кутузовская,3-к квартира
237.76,12.53,52.7,1.3,15,Новомосковский,Прокшино,2-к квартира
190.47,10.99,57.7,1.8,9,Новомосковский,Коммунарка,2-к квартира
473.27,30.81,65.1,0.5,57,Западный,Фили,3-к квартира
244.47,9.73,39.8,0.7,12,Новомосковский,Прокшино,2-к квартира
294.58,15.23,51.7,0.3,33,Западный,Аминьевская,2-к квартира
190.4,16.26,85.4,0.9,14,Новомосковский,Прокшино,3-к квартира
258.34,21.52,83.3,0.3,17,Западный,Аминьевская,3-к квартира
300.5,5.98,19.9,1.3,23,Южный,Кантемировская,Квартира-студия
242.53,16.08,66.3,0.4,32,Северный,Водный стадион,2-к квартира
388.67,7.89,20.3,0.9,9,Северный,Аэропорт,Квартира-студия
235.07,9.92,42.2,0.9,14,Новомосковский,Прокшино,1-к квартира
188.83,17.58,93.1,2.6,21,Новомосковский,Филатов луг,3-к квартира
392.08,38.11,97.2,0.5,42,Западный,Фили,3-к квартира
183.69,7.77,42.3,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
328.42,12.02,36.6,0.3,33,Западный,Аминьевская,1-к квартира
339.38,8.79,25.9,0.7,12,Северо-западный,Спартак,Квартира-студия
195.74,16.99,86.8,1.0,21,Юго-западный,Бунинская аллея,3-к квартира
218.33,15.72,72.0,3.3,15,Западный,Мякинино,2-к квартира
414.89,19.5,47.0,0.8,14,Южный,ЗИЛ,1-к квартира
174.46,8.13,46.6,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
245.45,9.45,38.5,1.1,16,Юго-восточный,Некрасовка,1-к квартира
